appId,title,url,description,primaryGenre,contentRating,size,released,updated,releaseNotes,price,free,developer,developerWebsite,score,currentVersionScore,currentVersionReviews,supports_iPhone,supports_iPad,supports_Mac,days_since_last_update,app_age,Sentiment_Category,update_frequency,price_category,app_age_category,file_size_category
com.stippl.stippl,Stippl - Travel Planner,https://apps.apple.com/us/app/stippl-travel-planner/id6443617088?uo=4,"One travel app to replace them all!

Welcome to Stippl, your revolutionary travel companion! Say goodbye to the hassle of using multiple apps for planning trips. Stippl is the first-of-its-kind, all-in-one travel planner designed to streamline every aspect of your journey – from planning and budgeting to packing, tracking, and cherishing your travel memories.

 PLAN - Your Journey, Simplified
* 		Drag 'n Drop Planner: Effortlessly organize your route. Switch destinations, adjust nights, and craft your perfect itinerary.
* 		Transportation: Whether it's by plane, train, or by car, manage your transport in one place.
* 		Destination management: Add stays, must-do activities and your personal notes to any destination. 
* 		Collaborative Planning: Plan with friends in one shared environment
* 		Booking overview: See what’s booked and what’s next on your booking list.

 BUDGET - Smart Financial Control
* 		Expense Estimator: Add your upfront costs and get a clear forecast of your travel budget.
* 		On-the-Go Expense Tracking: Record expenses and monitor paid and pending amounts.
* 		Group Expenses: Split and settle bills within your travel group.

 PACK - Hassle-Free Preparation
* 		Pre-Defined Packing Lists: Start with our carefully curated packing lists.
* 		Shared Packing Lists: Collaborate & assign travel members on items that need to be packed once.
* 		High-five when you're all packed and ready to go!

 TRAVEL PROFILE - Your Travel Hub
* 		Favourite Places: Save and share your favourite spots.
* 		Connect: Follow friends and family, share recommendations, and track each other’s journeys.
* 		Travel Memories: Keep all your travel experiences in one place.

 JOURNAL & REELS - Your Stories, Beautifully Told
* 		Photo and Story Journal: Document your journey as it unfolds.
* 		Auto-Generated Travel Reels: Turn your photos into stunning reels, ready to share with the world.

 DISCOVER - Unlimited Inspiration
* 		Explore Itineraries: Browse through itineraries created by the community and amazing travel influencers.
* 		Copy-Paste Adventure: See a journey you love? Grab it, tweak it, and make it yours!

Embark on a Seamless Journey with Stippl!
Prepare to turn every trip into an unforgettable story with Stippl. 

______

Stippl PRO

Subscriptions will automatically renew unless canceled within 24-hours before the end of the current period. You can cancel anytime with your iTunes account settings. Any unused portion of a free trial will be forfeited if you purchase a subscription. For more information, see our terms & conditions.",Travel,4+,89168896,2022-12-18 08:00:00+00:00,2024-04-23 06:31:19+00:00,Some fixes for the eSIM flow in this update.,0.0,free,Stippl,https://www.stippl.io/,4.1875,4.1875,64,1,1,0,5,491,Slightly negative,Very Recent Updates,Free,Mature,Medium
com.outofoffice.ooomobile,OOO - Trusted Travel Tips,https://apps.apple.com/us/app/ooo-trusted-travel-tips/id1558177340?uo=4,"Out Of Office (OOO) is a recommendation app that allows you to see travel ideas and inspiration from people you know and trust.

PERSONALIZED RECOMMENDATIONS: Answer a short quiz and help us give you personalized travel recommendations. 

CONNECT WITH FRIENDS: Find friends in the app and invite your contacts to join your inner circle.

ADD YOUR RECOMMENDATIONS: Add any recommendation from your travels to our platform so your followers can see where you went and what you liked

SAVE FUTURE TRAVEL INSPO: Wishlist any places and recommendations that you want to remember to inspire future travel.",Travel,4+,70397952,2021-07-27 07:00:00+00:00,2024-04-17 14:19:10+00:00,Performance improvements and bug fixes.,0.0,free,Take Me Out Of Office,http://www.takemeoutofoffice.com,4.85322,4.85322,3168,1,1,0,11,995,Slightly negative,Very Recent Updates,Free,Mature,Medium
com.airbnb.app,Airbnb,https://apps.apple.com/us/app/airbnb/id401626263?uo=4,"FIND YOUR PERFECT STAY WITH AIRBNB CATEGORIES
Explore our curated collections of homes chosen for their style, location, or nearby activities. Whether you’re looking for a cozy cabin with views or apartments by the beach, Airbnb Categories helps you find places to stay that are right for your trip. 

CUSTOMIZE YOUR SEARCH WITH 100+ FILTERS
Narrow down your choices easily with filters that help you book homes that meet your needs. Search by certain amenities, like pools and fireplaces, or filter for confirmed accessibility features, like step-free bedroom access.

MANAGE ALL YOUR TRAVEL DETAILS EASILY
The Airbnb app keeps all your essential trip info in one convenient place, so you can quickly revisit or share your travel details with others. You’re also able to chat with your Host and receive up-to-the-minute booking updates, making it easier to get there, get inside, and get connected to wifi.

TRY FUN EXPERIENCES LED BY LOCALS
Airbnb Experiences are fun activities led by Hosts. They’re a great way to immerse yourself in a new place with a local expert as your guide. Browse both in-person and online options, whether you want an Experience that gets you out and about or one you can enjoy from the comfort of your couch. Book, save, or share your favorites—all with the Airbnb app.

IT’S NEVER BEEN EASIER TO AIRBNB YOUR HOME
As a new Host, Airbnb Setup matches you with an experienced Superhost in your area who’ll provide one-to-one help from your first question to your first booking—by phone, video call, or chat. You’ll also have one-tap access to Community Support agents to guide you through anything from account issues to billing support.",Travel,4+,263030784,2010-11-10 20:28:11+00:00,2024-04-23 18:20:16+00:00,Feel at home wherever you travel with Airbnb. We’re always working to better your experience through improvements and updates to the app.,0.0,free,"Airbnb, Inc.",https://airbnb.com,4.77847,4.77847,636032,1,1,0,5,4912,Negative,Very Recent Updates,Free,Very Mature,Large
com.modesittsoftware.RTP-Viewer,Road Trip Planner Viewer,https://apps.apple.com/us/app/road-trip-planner-viewer/id844256133?uo=4,"RTP Viewer allows you to view Road Trip Planner files on your Apple device.  Create and edit your files with Road Trip Planner for iOS or OS X, and then anyone can view the files with this app. 

Road Trip Planner Viewer is free, does not require any subscription and respects your privacy by not collecting any of your data.

While you can edit the files with this app, you cannot save your edits.  Our iOS app Road Trip Planner at the App Store is virtually identical to this app and allows you to save your edits.  

Contact us for more information or bug reports.

Multiple sample files are available, including an informative Route 66 sample file.

For more info on Road Trip Planner tap or click the Support URL.",Travel,4+,7729152,2014-03-28 11:54:51+00:00,2023-06-27 22:33:42+00:00,Bug fixes and interface enhancements.,0.0,free,William Modesitt,,4.1189,4.1189,2506,1,1,0,305,3378,Slightly negative,Rarely Updated,Free,Very Mature,Small
com.tripmapper.tripmapper,TripMapper - Travel Planner,https://apps.apple.com/us/app/tripmapper-travel-planner/id1582167955?uo=4,"If you love to design your own unforgettable travel experiences and follow your own path, you need TripMapper, a tool to help you build your own tailored itinerary and stay in control of your trip spend. 

Manage your itinerary, invite fellow travellers, plot your locations, attach your tickets, and receive notifications. Then, use the budget calculator to track your spending and payments in real-time.

TripMapper is the home for all your travel plans!

Discover some of our great features, perfectly tailored for you intrepid travellers:

• CARD & LIST VIEW
Choose your preferred itinerary layout and personalise it by adding your own images and notes.

• START & END TIMES
Schedule your daily activities to make the most of every moment whilst on your trip.

• MANAGE TASKS
Add tasks and set due dates so nobody forgets.

• INTERACTIVE ITINERARIES
Need travel inspiration? Explore our pre-made interactive itinerary library, take them in to your TripMapper account and make them your own.

---
And if you upgrade to our ‘Trip+ Unlimited’ plan access the following features:
---

• BUDGETING
Manage and track your spending both before and during your trip.

• CONVERT TRIP CURRENCIES
Convert one currency to another using real-time exchange rates for accurate budgeting. Please note we only convert currencies available to us via the European Central Bank.

• MAP VIEW
Add locations to your trip cards and see them plotted on a large, interactive map.

• OFFLINE MODE
Access and view your itinerary without needing an internet connection.

• INVITE FELLOW TRAVELLERS
Invite your travel companions to contribute to all your plans.

• NOTIFICATIONS & ALERTS
Set yourself useful trip notifications.

• ATTACHMENTS
Attach tickets, booking confirmations and other useful information to your itinerary for easy access.

• PDF DOWNLOAD
Save, print and share your trip itinerary in PDF.

You can read the TripMapper Terms of Service here: https://www.tripmapper.co/terms-of-service",Travel,17+,45849600,2021-08-31 07:00:00+00:00,2024-03-19 13:40:15+00:00,"Performance and stability enhancements.
Feature updates for business clients.",0.0,free,TripMapper Ltd,https://www.tripmapper.co,4.69643,4.69643,56,1,1,0,40,931,Positive,Recently Updated,Free,Mature,Small
com.getyourguide.mobile.GetYourGuide,GetYourGuide: Travel & Tickets,https://apps.apple.com/us/app/getyourguide-travel-tickets/id705079381?uo=4,"Download the GetYourGuide app to discover and book unforgettable travel experiences anywhere in the world

Whether you're planning a vacation or looking for last-minute things to do in any destination, we make booking tours, day trips, and activities easier than ever. Choose from culture, food, adventure, nature, and more experiences.

Maximize your trip with exclusive access to the world's top attractions and museums, find the highlights and hidden gems, and keep up with last-minute travel deals using the app — we make travel planning easy, and making memories easier.

Find over 75,000 experiences

Booking tickets for unmissable sights has never been easier — experience the Colosseum, Eiffel Tower, London Eye, TV Tower, Sagrada Familia, and more.

Discover expert-guided tours — explore unforgettable travel highlights in Paris, Dubai, London, Florence, New York City, Berlin, Vienna, New Orleans, Cancun, Tuscany, Lisbon, and more. Our app will be your city guide for destinations around the world, and our local experts help you get fully immersed.

Travel with flexibility

Reserve now, pay later — save your place for popular experiences early and make your payment at a later date.
Instant confirmation — whether you're booking tours in advance or need last-minute tickets, receive your tickets and booking confirmation instantly.
Offline tickets — Conveniently access your booking information offline. Download, store, and present your tickets on your mobile device

Book with confidence

24/7 customer service — Easily find help when you have questions. We offer customer service by email, phone, and in the app across multiple languages.
Flexible cancellation — Don’t stress if your plans change. We offer free cancellation up to 24 hours before your activity for most bookings.

With tours and activities for any interest, you can plan your trips your way. Dive into nature and explore fjords in Norway, try local cuisine across Europe, or uncover fascinating history in the United States.

Whether you're living the magic of the wizarding world on a Harry Potter experience, savoring delicious culinary delights on a food tour of Barcelona, booking top rated tours to see the Vatican, or following a city guide through Berlin, we guarantee you'll find something unforgettable to do — make the most of your travel and leisure time.

Uncover the top tourist activities in the world's bucket-list destinations:
Book museum tours and tickets in Rome, food trips through Naples, trekking in Iceland, river cruises around Prague, outdoor adventures in Bali, sightseeing in Budapest, and more.

Use the app as a travel planner or for travel guidance, then book travel experiences for the world's must-see highlights with excursions and last-minute tickets.

Tell us how we’re doing
Leave us a review if you’re enjoying your GetYourGuide app experience or head over to our help page for further assistance: www.getyourguide.com/contact",Travel,4+,133078016,2013-10-30 15:41:46+00:00,2024-04-23 06:00:31+00:00,"We update our app every few weeks to ensure that searching for activities feels like being upgraded to first class. Here's a quick overview of what the app team has been up to:

Bugs? Bashed
Crashes? Banished
Design? Beautified

Has our hard work paid off? Tell us what you think by leaving a review.

Something not quite right with the app? Head over to our help page for further assistance: getyourguide.com/contact",0.0,free,GetYourGuide,https://www.getyourguide.com/,4.87852,4.87852,91044,1,1,0,5,3827,Negative,Very Recent Updates,Free,Very Mature,Medium
com.HighHeels.Travelist,Visited: Travel Map With Lists,https://apps.apple.com/us/app/visited-travel-map-with-lists/id846983349?uo=4,"Beat your own travel stats. Get inspired to visit exotic new destinations. Track your experiences around the world as you tick off your bucket list.

MAP YOUR TRAVELS
-Design your personal travel map by displaying countries, states / provinces / regions and cities of where you have been or want to visit.

GET INSPIRED
-Visualize your future travels by swiping through beautiful photos and adding them to your wishlist.

TRAVEL ITINERARY

- Wondering where to travel next? We got you covered. Select different destinations and places based on travel lists, experiences and inspirational photos. We'll show you which countries have the highest numbers of places you wish to visit. So you can go down the list and optimize your travel plans. 
- Picking your next travel destination just got a lot easier with the Visited App!

TRAVEL BUCKET LIST
-Keep up with your travel life goals by selecting all the countries of the world that you want to visit.
-Add travel journal notes by country of your travel dates, points of interest or personal memories.

KEEP TRACK OF YOUR TRAVEL JOURNEY
-Share your personalized stats with others! You can share your travel ranking, percentage of the world seen and countries you’ve visited.
-See your top 5 most frequently visited countries.
-Create regional maps for over 20 countries, including United States, Canada, Australia, Germany, UK, Russia, France and others.

TRAVEL EXPERIENCES
-Want to see how many of the worlds’ capital cities you have been to? Or how about how many art museums you’ve visited? Using the list feature, check off places you have been to or want to visit by category. Lists include: African Safaris, Capitals of the World, Wonders of the World, Pyramids, Culinary Experiences, Ancient Sites, Churches, Greek & Roman Ruins, Cruise Ports, Beer Destinations, Palaces, US national parks, Ski Slops, World's Top Beaches, Shopping Destinations, LGBTQ+ Destinations, Popular Hiking Trails, Lakes, Bridges, Snorkelling/Diving Locations, Chocolate Destinations, Castles, Wine Regions, Kids Attractions, Temples, Mountain Ranges, Rock Climbing Locations, Monasteries, Opera Houses, Funicular Railways, Waterfalls, Volcanos, Mosques, US National Monuments, Hot Springs, Tunnels, US Memorial, Dance Shows, Deserts, Famous Prisons, Canal Cruises, Formula One Circuits, Top Surf Spots, Underground Cities, Whale Watching Spots, Synagogues, Caves, US National Historic Site, Tennis Destinations, Film Festivals, US National Battlefields and Scotch Distillery Regions. 
 
-Track your experiences by country such as where you’ve gone golfing, snorkelling/diving, skiing, wine tours and others.

FULLY CUSTOMIZABLE
-Select different colors or design your own based on your travel type
-Pick fully accessible, high contrast colors for your map.
-Dark mode is supported to make the app easier to use while taking a red eye flight
-Adjust the sovereignty for disputed territories

SEE HOW YOU COMPARE TO OTHER TRAVELERS:
- Compare your travel stats with other global travellers or friends
- See the top 10 most popular countries to visit from your home city
- Share your travel map, stats and bucket list with your family and friends

Have you ever had a problem where you can’t actually remember all the countries you’ve been to? That’s why we created Visited – a simple and fun travel tracker. With Visited, you will be able to not only keep a log of all the countries, regions, and cities you’ve been to, but you’ll also be able to see your accomplishments beautifully rendered on a world map that you can share proudly. A digital scratch map if you will! You can also use Visited to plan your upcoming adventures by being inspired by breathtaking travel photos and building up your bucket list.",Travel,4+,168248320,2014-04-08 15:06:29+00:00,2023-12-18 09:51:48+00:00,"- Adding Video
- Adding New Lists",0.0,free,Arriving In High Heels,https://www.visitedapp.com/,4.63191,4.63191,10272,1,1,0,132,3540,Slightly negative,Moderately Updated,Free,Very Mature,Medium
com.rome2rio.Rome2Rio,Rome2Rio: Trip Planner,https://apps.apple.com/us/app/rome2rio-trip-planner/id569793256?uo=4,"What is Rome2Rio? 

Rome2Rio is the ultimate tool to make travel planning easy. 

We’ll show you the quickest, cheapest and most convenient transport options to get you where you need to go, anywhere in the world. 

From flights and trains to buses, ferries and rideshares and more; see in an instant all the combinations so you can compare and choose the best travel option for you.

How to use the Rome2Rio app

Enter any address, landmark or city as your destination 

We will show you: 
> All your travel options including by air, by land and by water

> All that you need to know to plan and compare:
* Prices
* Durations 
* Schedules and connections
* Company information
* Booking details

Planes I trains | subways | buses | coaches | rideshares | taxis | self-driving | shuttle buses | private transfers | ferries | watertaxis…  in whichever combo wherever, however you want to go! 

Why use Rome2Rio?

You can rely on our extensive global coverage – it comes from 5,000-plus companies in more than 160 countries.

Whether you’re planning a short weekend getaway or an extended adventure abroad, it's easy to research, compare, and book the most efficient or affordable routes saving you time money, and hassle.


Each month 50M+ global users trust us to plan their trips. With travel information from over 12,000 transport operators covering 10M locations, we are one of the top online travel resources used globally.

Travel planning made easy. 

Contact
www.rome2rio.com
Got feedback?  We’d love to hear it. 
Contact us on feedback@rome2rio.com",Travel,4+,14368768,2012-11-12 08:00:00+00:00,2023-09-20 07:46:02+00:00,Stability and performance improvements,0.0,free,Rome2rio Pty Ltd,http://www.rome2rio.com,4.66553,4.66553,882,1,1,0,221,3963,Negative,Rarely Updated,Free,Very Mature,Small
com.kayak.travel,"KAYAK: Flights, Hotels & Cars",https://apps.apple.com/us/app/kayak-flights-hotels-cars/id305204535?uo=4,"KAYAK searches hundreds of travel sites at once to find exactly what you need for your trip, from cheap flights to great hotel deals and car rentals. Nonstop flight leaving at 9am? Sure. Pet-friendly vacation rental near the slopes? Yup. SUV rental for under $50/day? We're on it. Because we're travelers too and know that every trip is worth planning.

BOOK FLEXIBLY
Easily search, filter and sort your options to find the right travel offers for you - whether it's flights you can change with no fees, hotels, vacation rentals and car rentals with free cancellation, the cheapest deal, or the most comfortable seat.

SAVE MONEY
Get mobile-only rates and Private Deals on the app. Set Price Alerts to find out when prices drop, and use Explore to discover new destinations within your budget.

EVERYTHING IN ONE PLACE
This is more than just a travel app. Our Trips tool keeps your plans in order. Get alerts for flight and gate changes, access boarding pass on and offline and plan out and share your itinerary, all from one place. Use Guides to create, collect and share daily itineraries, tips and impressions along the way.

COMPARE FLIGHT DEALS FROM 900+ SITES
• Take the stress out of trip planning. Find flexible flight offers with no change fees.
• Search with flexible dates up to +/- 3 days to see when's the best time to fly.
• Filter options based on stops, airlines, departure times, cancellation policies, amenities & more.
• Save your preferences to see your favorite airlines and hotels first (and skip ones you don't like).
• Book at the right time. Price Forecast lets you know whether you should wait or book now.
• We'll even show you Hacker Fares which pair together two one-way tickets for a round-trip flight (and save you $$).

FIND A RENTAL CAR THAT FITS YOUR TRIP
• Search from over 70,000 locations to find the perfect car rental for your trip.
• Filter your rental car search by vehicle type including hybrids and electric vehicles, offers with unlimited mileage, enhanced cleaning and much more.
• Risk-free booking: Find car rentals with a free cancellation policy so if plans change, you can easily rebook.

HOTELS, VACATION RENTALS AND UNIQUE STAYS FROM THOUSANDS OF SITES
• Compare all sorts of accommodation, from five-star resorts to holiday homes and boutique hotels.
• Looking for a staycation? Uncover deals on amazing places to visit right here in the USA.
• Stay flexible by easily filtering for hotel deals and vacation rentals with free cancellation.
• Unlock Private Deals and exclusive mobile-only rates for even more savings.

EXPLORE: Discover new destinations on your budget
• Whether you have $300 or $3,000 to spend, Explore lets you set a budget and shows you where in the world you can go.

TRIPS: All your travel plans in one place.
• Keep all your plans organized in one travel app, regardless of where you booked.
• Forward your booking confirmation emails to trips@kayak.com or sync your Gmail or Outlook account.
• Use our Flight Tracker to stay up-to-date on any flight's progress, with real-time status updates, gate change & baggage claim notifications.
• Check your Trip Stats to see how far you traveled, your top cities, and how many times you've been around the world.
• Your traveler data is safe and secure - meaning you never have to re-enter your booking and credit card info.
• Share your vacation plans with family & friends.
• No signal, no problem. View your itinerary and notes with no internet connection.

MEASURE YOUR BAG
• AR measuring tool lets you know if your carry-on bag complies with the policy of the airline you're flying with.

PRICE ALERTS: Never miss a deal
• Let us do the searching for you. Create a Price Alert and we’ll notify you when the price drops.

Download the KAYAK travel app now and get ready for your next travel adventure!",Travel,4+,124351488,2009-02-28 00:11:11+00:00,2024-04-16 07:00:30+00:00,We fixed some bugs here and there to make our app even better.,0.0,free,KAYAK,https://www.kayak.com/mobile,4.81804,4.81804,395126,1,1,0,12,5526,Negative,Very Recent Updates,Free,Very Mature,Medium
com.yourcompany.CheckMyTrip,CheckMyTrip – Travel Itinerary,https://apps.apple.com/us/app/checkmytrip-travel-itinerary/id350727384?uo=4,"CheckMyTrip is your digital travel assistant, bringing you flight information and alerts, travel services and extras to get you smoothly from door to door. And it’s free.  

Ideal for both business and leisure travelers, CheckMyTrip will help you travel smooth, reduce stress and stay on top of your travel plans.

SMART TRIP ITINERARIES
- Real-time updates of your flight bookings for FREE, including delays, cancellations and terminal changes plus layover times  
- View your trip in a master itinerary with all your bookings, including flight and accommodation, both online and off  

ADDING TRIPS IS EASY  
3 simple ways to add and organize your itinerary details.  
- Forward booking confirmation e-mails to trips@checkmytrip.com  
- Ask your assistant to import the trip automatically by using your booking reference number  
- Send the trip details to your assistant to create the trip for you  

DIGITAL ASSISTANT  
Your personal travel assistant to help you at every step of your trip.  
- Flight delay, cancellation, boarding gate notifications  
- Check-in reminders 
- 5-day weather forecast  
- Search and reserve airport transfer and lounge  
- Recommendations for local activities  

**IMPORTANT REMINDER**  
CHECKMYTRIP IS NOT A TRAVEL BOOKING AGENCY  
We only display information related to the trip details you add to your CheckMyTrip account. To modify, cancel or source additional information about your air, hotel, car, rail, taxi, parking, tour and activity booking, contact the provider directly for assistance.

We respect your privacy. Check our privacy policy. https://checkmytrip.com/privacy-policy  

By downloading the app, you accept the Terms & Conditions of use. https://checkmytrip.com/terms-and-conditions/  

If you have any questions, please contact us by e-mail at feedback@checkmytrip.com",Travel,4+,67377152,2010-02-15 08:00:00+00:00,2024-04-05 12:54:35+00:00,"In this release, we've added two exciting features to enhance your travel experience:
- Easily sync your travel plans with any calendar app, keeping essential details at your fingertips for a smooth journey.
- Your feedback matters! Share your thoughts by rating CheckMyTrip directly through the app, guiding us to continually improve and tailor the experience to your needs.",0.0,free,Amadeus,http://www.checkmytrip.com,4.64932,4.64932,4035,1,1,0,23,5163,Negative,Very Recent Updates,Free,Very Mature,Medium
com.pilotplans,Pilot: Group Trip Planner,https://apps.apple.com/us/app/pilot-group-trip-planner/id6446177269?uo=4,"NOW IN EARLY PUBLIC BETA - MANY MORE FEATURES COMING SOON!

Pilot is a free travel app for friends to discover activities and plan & share trips with each other, all in one place. Collaborate on things to do with your travel groups, create itineraries with map views for any type of trip and see all of your travel plans on the go.

Make and plan itineraries.

Easily build your travel itinerary using Pilot, from weekend getaways and vacation planning to backpacking adventures and road trips with partners, family and loved ones. Great for all travel occasions, from grad trips and concerts to work travel and bachelor parties! Put in all of your destinations and activities in one place and easily access or reorder them on your trip.

See your travel plans on a map.

While you build your travel plans on Pilot, view all of your activities and destinations on a map, showing where everything is from each other. Easily add itinerary items from the map and discover details about attractions.

Access your travel docs and notes in one place.

Store all your travel documents, files in one spot with Pilot. Upload flight details, hotel bookings, events & tour reservations and other tickets to keep everything organized and accessible. Maintain a centralized travel hub to share with your travel buddies for stress-free trip-planning.

Stay organized and add activities on the go.

Need to bring your travel plans with you? Automatically syncs to Pilot’s web app so you can bring your travel details with you on the go.to the companion mobile app to plan with the comfort of your laptop and bring trip details on the go. Update your plans as you travel with Pilot, add new places to visit or change your itinerary and keep everyone updated in real time.

Collaborate and vote with friends

Share and invite friends to plan trips together on Pilot. Suggest activities & share ideas on what to do next to make the trip fun for everyone and get your travel buddies excited for the adventure of a lifetime!",Travel,12+,51343360,2024-04-04 07:00:00+00:00,2024-04-25 16:53:39+00:00,Bug fixes and feature improvements,0.0,free,HappyHour Services Inc,https://www.pilotplans.com,0.0,0.0,0,1,1,0,3,21,Slightly negative,Very Recent Updates,Free,Brand New,Medium
com.kartsev.tripgen,Tripwise: AI Travel Planner,https://apps.apple.com/us/app/tripwise-ai-travel-planner/id6446293038?uo=4,"Tripwise is an AI-powered travel planner and guide that makes it easy to create personalized itineraries for 4853 cities around the world. Whether you're visiting London, Paris, Dubai, New York, Singapore, Hong Kong, or any other city, Tripwise can help you plan your trip with ease.

Using Tripwise is simple - just select your destination city, travel dates, and interests, and the app's AI technology will do the rest. It will group sights by day and generate an optimized route for less walking, so you can make the most of your time and see everything you want to see.

With Tripwise, you'll have access to a wide range of features and benefits. The app provides insider tips from locals, travel guides for popular destinations, and a variety of travel modes to choose from. You can also customize your itinerary as much or as little as you want.

Download Tripwise today and start planning your dream trip. It's the perfect app for travelers who want to explore a new city without the hassle of planning. Whether you're a first-time visitor or a seasoned traveler, Tripwise will make your trip unforgettable.

Terms of Use: https://www.termsfeed.com/live/1019f54d-6294-43b0-a792-3982d282d8ff
Privacy Policy: https://www.termsfeed.com/live/d5b894cf-353b-48c0-ac63-ffb2e0c43b92",Travel,4+,65730560,2023-03-24 07:00:00+00:00,2023-11-10 02:25:25+00:00,- improvements and other bug fixes,0.0,free,Colette Nataf,,4.18919,4.18919,37,1,1,0,170,230,Slightly negative,Moderately Updated,Free,Established,Medium
com.caseygrp.Keyoobi,Mapview Sales Route Planner,https://apps.apple.com/us/app/mapview-sales-route-planner/id426226106?uo=4,"Field sales and service reps use Mapview to visualize their data geographically and to plan the best route for their customer visits.

Mapview enables you to efficiently manage your territory with easy-to-use mapping and planning tools. Improve trip planning by viewing your appointments and drop-in visits as a route, while easily visualizing other contacts along the way.

Once downloaded, enjoy a free 30 day trial. Our individual use Pro Plan includes unlimited contact mapping and your choice of payment frequency: Monthly ($11.99/mo), Quarterly ($29.99/quarter), or Annually ($95.99/year).

Mapview’s contact mapping software helps outside sales and service reps perfect their scheduling, route planning, and sales call process.  

- Seamlessly integrates with Contacts, Calendar & Map apps

- Easily import spreadsheets of data creating automatic groups from custom field columns. 

- Plan daily routes with drop-in visits and calendar appointments. Easily respond to schedule changes on the go.

- Use route optimization to organize trips by time or distance.

- Visualize your territory and travel routes to help locate opportunities along the way. 

- Use different pin styles to prioritize and organize accounts into groups. Target specific customers and prospects by filtering groups on the map.

- Manage sales or service territory by sending emails, taking notes and setting up meetings in Mapview.

- Log activities such as contact notes, phone calls, emails, and events - most logged automatically for you so you can spend more time selling or servicing.

- Utilize Mapview offline by accessing saved info, routes, directions & target map area.

- Individual users can export contact data, groups, and activities to a CSV file for easy reporting.

Features:
- Excel spreadsheet import easily adds contacts or any location-specific data (CSV file)
- Selectively import external contact groups (Exchange, iCloud, etc.) from your device's address book
- Tap and hold on map to create a contact, appointment, or task
- Pick from over 100 unique pins or create your own
- Create custom groups to organize/prioritize data
- Use multi-criteria group filtering to include or exclude data from the map
- Utilize Advanced Search to select records based on a field value
- Set follow up tasks with priority and status
- Schedule appointments
- View multiple calendars and up to 3 months of appointments at a time on the map.
- Appointments sync to external calendars (ex. iCloud, Gmail, Exchange) linked to your device
- Use addresses or lat/long coordinates for mapping
- View ETA, distance, travel time & directions en-route
- Color-coded routes show on-time or late status
- Use radial search to filter contacts by proximity to a location and sort contacts by distance
- Log notes using speech to text capabilities

Manage your territory’s funnel and exceed your quota with this easy to use sales mapping and productivity tool. 

Automatic Renewal Feature: Your payment will be charged to your iTunes Account at confirmation of purchase. Your subscription automatically renews unless you turn off auto-renew at least 24 hours before the end of the current period. Your account will be charged for renewal within 24 hours prior to the end of the current period with the cost listed. You can manage your subscription and you may turn your auto-renewal off by logging into your iTunes Account Settings after purchase. No cancellation of the current subscription is allowed during the active subscription period. Privacy Policy: www.mapview.com/privacy-policy/
Terms of Use: www.mapview.com/terms-conditions/",Productivity,4+,99536896,2011-03-25 01:07:13+00:00,2024-02-15 02:29:49+00:00,"We're excited to announce a new update to Mapview, designed to make your navigation and contact management even more intuitive and efficient. Here's what's new in this release:

• Customizable Text Under Pins:
- Enhanced Display Options: You now have the power to control what's displayed under the pins on your map. Choose between showing a contact's name or the company name directly under the pin, giving you the flexibility to tailor the map display to your needs.
- Dual Information Visibility: This new feature enables you to see both the contact's name and the company name for a pin, making it easier to navigate through your contacts and manage your day more effectively.

• Performance Improvements:
- We've turbocharged the app's performance, especially when displaying a large number of pins in a compact area. Expect smoother interactions and quicker load times, enhancing your overall Mapview experience.

This update is part of our ongoing commitment to provide you with the most efficient and user-friendly mapping solution available. Whether you're planning your sales route, scheduling deliveries, or simply organizing your contacts, these new features are here to support your success.

Update Mapview today to start taking advantage of these new enhancements. As always, we value your feedback and look forward to bringing you even more improvements in the future. Happy mapping!",0.0,free,The Casey Group,https://www.mapview.com/,4.66469,4.66469,507,1,1,0,73,4710,Negative,Recently Updated,Free,Very Mature,Medium
